#: table_doi: 10.17182/hepdata.34800.v1/t1
#: name: Table 1
#: description: No description provided.
#: data_file: Table1.yaml
#: keyword reactions: P P --> P P
#: keyword observables: DSIG/DT
#: keyword phrases: Elastic | Single Differential Cross Section | Proton-Proton Elastic Scattering | Proton-Proton Scattering | Proton-Proton Elastic Differential Cross Section
#: keyword cmenergies: 23.46
#: RE,,,P P --> P P
#: SQRT(S) [GeV],,,23.46,,,,
'-T [GEV**2]','-T [GEV**2] LOW','-T [GEV**2] HIGH','D(SIG)/DT [MB/GEV**2]','error +','error -','sys,ABSOLUTE NORMALIZATION UNCERTAINTY//CORRECTIONS DUE TO THE BACKGROUND, THE FINITE BIN SIZE, AND THE INFLUENCE OF THE T-RESOLUTION ARE NEGLIGIBLE EVERYWHERE EXCEPT IN THE REGION OF THE DIFFRACTION MINIMUM +','sys,ABSOLUTE NORMALIZATION UNCERTAINTY//CORRECTIONS DUE TO THE BACKGROUND, THE FINITE BIN SIZE, AND THE INFLUENCE OF THE T-RESOLUTION ARE NEGLIGIBLE EVERYWHERE EXCEPT IN THE REGION OF THE DIFFRACTION MINIMUM -'
0.825,0.8,0.85,0.0167,0.001,-0.001,'5.0%','-5.0%'
0.875,0.85,0.9,0.00988,0.000593,-0.000593,'5.0%','-5.0%'
0.925,0.9,0.95,0.00608,0.000365,-0.000365,'5.0%','-5.0%'
0.975,0.95,1.0,0.00372,0.000223,-0.000223,'5.0%','-5.0%'
1.025,1.0,1.05,0.00236,0.000142,-0.000142,'5.0%','-5.0%'
1.0750000000000002,1.05,1.1,0.00132,7.92e-05,-7.92e-05,'5.0%','-5.0%'
1.125,1.1,1.15,0.000812,4.87e-05,-4.87e-05,'5.0%','-5.0%'
1.1749999999999998,1.15,1.2,0.00043,2.58e-05,-2.58e-05,'5.0%','-5.0%'
1.225,1.2,1.25,0.000197,1.77e-05,-1.77e-05,'5.0%','-5.0%'
1.275,1.25,1.3,0.000101,1.01e-05,-1.01e-05,'5.0%','-5.0%'
1.3250000000000002,1.3,1.35,4.76e-05,3.81e-06,-3.81e-06,'5.0%','-5.0%'
1.375,1.35,1.4,2.24e-05,2.46e-06,-2.46e-06,'5.0%','-5.0%'
1.4249999999999998,1.4,1.45,4.73e-06,9.46e-07,-9.46e-07,'5.0%','-5.0%'
1.475,1.45,1.5,8.67e-06,1.3e-06,-1.3e-06,'5.0%','-5.0%'
1.525,1.5,1.55,1.27e-05,1.65e-06,-1.65e-06,'5.0%','-5.0%'
1.5750000000000002,1.55,1.6,2.24e-05,2.24e-06,-2.24e-06,'5.0%','-5.0%'
1.625,1.6,1.65,2.8e-05,2.8e-06,-2.8e-06,'5.0%','-5.0%'
1.6749999999999998,1.65,1.7,3.21e-05,2.89e-06,-2.89e-06,'5.0%','-5.0%'
1.725,1.7,1.75,3.98e-05,3.58e-06,-3.58e-06,'5.0%','-5.0%'
1.775,1.75,1.8,3.93e-05,3.14e-06,-3.14e-06,'5.0%','-5.0%'
1.8250000000000002,1.8,1.85,4.51e-05,3.61e-06,-3.61e-06,'5.0%','-5.0%'
1.875,1.85,1.9,4.52e-05,3.62e-06,-3.62e-06,'5.0%','-5.0%'
